DateTime,open,high,low,close,volume,Trend,Brick,PivotPrice,TRADE
2019-08-01 10:14:00,1159.8,1159.85,1158.55,1158.7,67275,,,,
2019-08-01 10:15:00,1158.45,1159.8,1158.15,1159.45,14728,,,,
2019-08-01 10:16:00,1159.5,1160.3,1159.4,1160.0,10221,,,,
2019-08-01 10:17:00,1160.0,1161.0,1159.9,1160.4,14483,,,,
2019-08-01 10:18:00,1160.4,1160.4,1159.9,1159.95,9865,,,,
2019-08-01 10:19:00,1159.95,1160.0,1159.15,1159.95,13028,,,,
2019-08-01 10:20:00,1159.7,1160.8,1159.6,1160.4,9149,,,,
2019-08-01 10:21:00,1160.4,1161.9,1160.4,1160.45,15688,,,,
2019-08-01 10:22:00,1160.5,1161.5,1160.3,1161.3,35532,,,,
2019-08-01 10:23:00,1161.3,1161.3,1160.5,1160.6,8112,,,,
2019-08-01 10:24:00,1160.6,1160.85,1159.7,1160.6,12812,,,,
2019-08-01 10:25:00,1160.3,1160.55,1160.0,1160.05,6759,,,,
2019-08-01 10:26:00,1160.05,1160.2,1159.85,1159.9,6099,,,,
2019-08-01 10:27:00,1159.9,1161.65,1159.85,1161.15,23638,,,,
2019-08-01 10:28:00,1161.3,1161.45,1161.0,1161.35,10676,,,,
2019-08-01 10:29:00,1161.3,1162.45,1161.25,1161.6,21005,,,,
2019-08-01 10:30:00,1161.6,1163.5,1160.55,1163.3,69706,,,,
2019-08-01 10:31:00,1163.45,1163.7,1162.75,1163.4,31015,,,,
2019-08-01 10:32:00,1163.5,1164.6,1163.3,1163.65,39757,,,,
2019-08-01 10:33:00,1163.6,1163.6,1162.55,1162.65,15937,,,,
2019-08-01 10:34:00,1162.6,1163.0,1162.2,1162.5,12940,,,,
2019-08-01 10:35:00,1162.6,1162.6,1160.8,1160.8,10975,,,,
2019-08-01 10:36:00,1161.95,1162.0,1160.2,1160.25,73736,,,,
2019-08-01 10:37:00,1160.65,1161.3,1160.15,1160.55,14610,,,,
2019-08-01 10:38:00,1160.4,1160.5,1159.2,1159.8,10487,,,,
2019-08-01 10:39:00,1159.75,1160.0,1159.05,1159.75,13797,,,,
2019-08-01 10:40:00,1160.0,1160.0,1159.55,1159.55,9295,,,,
2019-08-01 10:41:00,1159.75,1159.9,1159.05,1159.5,11709,,,,
2019-08-01 10:42:00,1159.5,1160.0,1159.25,1159.55,8079,,,,
2019-08-01 10:43:00,1159.55,1159.6,1158.3,1158.8,28080,,,,
2019-08-01 10:44:00,1158.8,1161.1,1158.8,1161.05,20823,,,,
2019-08-01 10:45:00,1161.05,1161.05,1159.5,1160.35,165699,,,,
2019-08-01 10:46:00,1160.4,1163.1,1160.4,1163.1,20767,,,,
2019-08-01 10:47:00,1163.0,1163.15,1162.2,1162.55,11174,,,,
2019-08-01 10:48:00,1162.65,1163.7,1162.6,1163.0,16494,,,,
2019-08-01 10:49:00,1163.4,1163.4,1161.65,1161.65,8647,,,,
2019-08-01 10:50:00,1161.65,1161.85,1161.1,1161.55,7550,,,,
2019-08-01 10:51:00,1161.6,1162.7,1160.45,1162.7,117018,,,,
2019-08-01 10:52:00,1162.7,1162.75,1161.6,1162.0,10360,,,,
2019-08-01 10:53:00,1162.0,1162.6,1160.8,1160.9,11119,,,,
2019-08-01 10:54:00,1160.9,1162.3,1160.6,1161.9,8954,,,,
2019-08-01 10:55:00,1162.25,1162.25,1161.0,1161.1,87119,,,,
2019-08-01 10:56:00,1161.1,1163.5,1161.1,1162.55,15396,,,,
2019-08-01 10:57:00,1162.55,1162.55,1161.1,1161.4,44739,,,,
2019-08-01 10:58:00,1162.0,1162.8,1161.0,1161.25,8981,,,,
2019-08-01 10:59:00,1161.2,1161.75,1160.1,1160.5,73004,,,,
2019-08-01 11:00:00,1160.5,1160.55,1159.2,1159.65,25116,,,,
2019-08-01 11:01:00,1160.0,1160.0,1158.5,1158.65,15059,,,,
2019-08-01 11:02:00,1158.6,1160.2,1158.6,1159.8,13578,,,,
2019-08-01 11:03:00,1159.5,1159.8,1158.75,1158.85,9119,,,,
2019-08-01 11:04:00,1158.85,1159.3,1158.0,1158.55,79369,,,,
2019-08-01 11:05:00,1158.25,1158.55,1157.3,1158.15,24666,,,,
2019-08-01 11:06:00,1158.25,1158.5,1157.05,1157.05,15881,,,,
2019-08-01 11:07:00,1157.15,1158.3,1156.95,1158.25,79347,,,,
2019-08-01 11:08:00,1158.2,1158.2,1156.4,1156.5,41904,,,,
2019-08-01 11:09:00,1157.0,1157.0,1153.25,1154.35,143226,,,,
2019-08-01 11:10:00,1154.5,1155.2,1154.0,1155.0,31643,,,,
2019-08-01 11:11:00,1154.85,1155.4,1154.55,1155.0,18067,,,,
2019-08-01 11:12:00,1154.85,1154.85,1153.2,1153.75,20750,,,,
2019-08-01 11:13:00,1153.75,1153.85,1151.75,1151.75,171741,Downward,RedBrick,1152.1,
2019-08-01 11:14:00,1151.65,1152.65,1151.0,1151.25,112565,,,,
2019-08-01 11:15:00,1151.25,1152.45,1150.95,1151.95,43581,,,,
2019-08-01 11:16:00,1152.2,1152.95,1152.1,1152.9,28135,,,,
2019-08-01 11:17:00,1152.85,1153.95,1152.85,1153.9,30359,,,,
2019-08-01 11:18:00,1153.9,1154.2,1152.85,1152.85,27673,,,,
2019-08-01 11:19:00,1152.8,1153.0,1152.4,1152.75,13073,,,,
2019-08-01 11:20:00,1152.8,1153.5,1152.5,1153.5,15183,,,,
2019-08-01 11:21:00,1153.5,1154.3,1152.9,1152.9,11851,,,,
2019-08-01 11:22:00,1153.55,1153.95,1153.0,1153.85,7708,,,,
2019-08-01 11:23:00,1153.65,1153.9,1152.85,1153.3,10913,,,,
2019-08-01 11:24:00,1153.35,1153.55,1152.8,1152.95,9407,,,,
2019-08-01 11:25:00,1153.0,1153.2,1152.25,1152.25,7202,,,,
2019-08-01 11:26:00,1152.25,1152.5,1151.8,1152.5,12898,,,,
2019-08-01 11:27:00,1152.5,1154.0,1152.3,1153.3,8247,,,,
2019-08-01 11:28:00,1153.3,1153.85,1153.1,1153.2,4317,,,,
2019-08-01 11:29:00,1153.1,1153.85,1153.0,1153.15,9571,,,,
2019-08-01 11:30:00,1153.3,1153.7,1153.0,1153.5,6842,,,,
2019-08-01 11:31:00,1153.45,1153.5,1152.0,1152.0,12217,,,,
2019-08-01 11:32:00,1151.9,1153.0,1151.9,1152.45,11202,,,,
2019-08-01 11:33:00,1152.6,1152.6,1150.35,1151.85,66443,,,,
2019-08-01 11:34:00,1151.85,1152.3,1151.0,1151.85,22534,,,,
2019-08-01 11:35:00,1151.8,1152.2,1151.3,1152.15,17384,,,,
2019-08-01 11:36:00,1152.15,1153.0,1152.0,1152.4,8670,,,,
2019-08-01 11:37:00,1152.4,1153.1,1152.3,1153.0,15181,,,,
2019-08-01 11:38:00,1153.05,1153.8,1152.9,1153.35,9917,,,,
2019-08-01 11:39:00,1153.3,1153.9,1152.2,1152.5,10344,,,,
2019-08-01 11:40:00,1152.45,1153.0,1152.3,1152.9,8246,,,,
2019-08-01 11:41:00,1152.95,1153.7,1151.9,1152.0,15523,,,,
2019-08-01 11:42:00,1152.0,1152.0,1150.85,1151.6,20389,,,,
2019-08-01 11:43:00,1152.15,1153.3,1151.7,1153.3,10989,,,,
2019-08-01 11:44:00,1153.0,1154.8,1152.95,1154.0,18342,,,,
2019-08-01 11:45:00,1153.75,1154.6,1153.75,1154.1,13711,,,,
2019-08-01 11:46:00,1154.15,1154.55,1154.15,1154.25,12577,,,,
2019-08-01 11:47:00,1154.55,1154.75,1153.75,1154.35,12641,,,,
2019-08-01 11:48:00,1154.5,1154.85,1154.25,1154.5,11083,,,,
2019-08-01 11:49:00,1154.4,1154.4,1153.6,1153.6,9556,,,,
2019-08-01 11:50:00,1153.6,1153.75,1153.25,1153.25,12062,,,,
2019-08-01 11:51:00,1153.25,1154.1,1153.25,1154.0,7500,,,,
2019-08-01 11:52:00,1153.95,1154.1,1153.9,1154.0,16622,,,,
2019-08-01 11:53:00,1154.05,1154.5,1153.3,1153.3,8776,,,,
2019-08-01 11:54:00,1153.4,1153.45,1153.25,1153.4,4198,,,,
2019-08-01 11:55:00,1153.35,1154.5,1153.25,1154.45,12469,,,,
2019-08-01 11:56:00,1154.45,1154.7,1154.2,1154.6,13856,,,,
2019-08-01 11:57:00,1154.55,1154.7,1154.0,1154.4,13533,,,,
2019-08-01 11:58:00,1154.45,1155.45,1154.45,1154.8,18602,,,,
2019-08-01 11:59:00,1154.7,1155.5,1154.7,1154.75,8871,,,,
2019-08-01 12:00:00,1154.7,1154.8,1154.1,1154.15,12380,,,,
2019-08-01 12:01:00,1154.15,1154.15,1153.25,1153.95,12374,,,,
2019-08-01 12:02:00,1153.95,1154.75,1153.55,1154.4,7955,,,,
2019-08-01 12:03:00,1154.4,1155.0,1154.4,1154.95,14472,,,,
2019-08-01 12:04:00,1154.9,1155.3,1154.85,1154.9,8514,,,,
2019-08-01 12:05:00,1154.9,1156.9,1154.8,1156.9,36420,,,,
2019-08-01 12:06:00,1156.5,1156.95,1155.75,1156.85,20062,,,,
2019-08-01 12:07:00,1156.8,1156.8,1155.65,1155.95,16501,,,,
2019-08-01 12:08:00,1155.9,1156.0,1154.75,1155.1,18993,,,,
2019-08-01 12:09:00,1155.05,1155.15,1154.7,1154.7,14692,,,,
2019-08-01 12:10:00,1154.8,1155.15,1154.6,1155.15,18311,,,,
2019-08-01 12:11:00,1155.15,1155.5,1154.85,1155.0,40766,,,,
2019-08-01 12:12:00,1155.0,1155.0,1153.85,1154.0,30574,,,,
2019-08-01 12:13:00,1154.0,1154.6,1153.4,1154.55,67510,,,,
2019-08-01 12:14:00,1154.55,1155.3,1154.55,1155.0,9763,,,,
2019-08-01 12:15:00,1154.9,1155.5,1154.75,1155.0,7330,,,,
2019-08-01 12:16:00,1155.0,1155.55,1154.85,1155.05,4447,,,,
2019-08-01 12:17:00,1155.0,1155.25,1154.9,1155.2,10413,,,,
2019-08-01 12:18:00,1155.2,1155.85,1155.0,1155.1,27486,,,,
2019-08-01 12:19:00,1155.05,1155.85,1154.25,1154.85,116524,,,,
2019-08-01 12:20:00,1154.9,1154.9,1154.35,1154.45,6891,,,,
2019-08-01 12:21:00,1154.5,1154.5,1154.4,1154.45,18114,,,,
2019-08-01 12:22:00,1154.45,1155.5,1154.45,1155.0,15396,,,,
2019-08-01 12:23:00,1155.05,1155.2,1155.0,1155.05,3609,,,,
2019-08-01 12:24:00,1155.15,1157.85,1155.15,1157.8,34879,,,,
2019-08-01 12:25:00,1157.8,1158.7,1157.5,1157.9,42656,,,,
2019-08-01 12:26:00,1157.5,1158.25,1157.25,1157.25,15635,,,,
2019-08-01 12:27:00,1157.2,1157.25,1156.55,1156.75,7876,,,,
2019-08-01 12:28:00,1156.7,1156.9,1155.55,1155.75,17284,,,,
2019-08-01 12:29:00,1155.7,1156.35,1155.55,1155.9,9864,,,,
2019-08-01 12:30:00,1155.9,1158.1,1155.75,1158.1,19364,,,,
2019-08-01 12:31:00,1157.9,1158.7,1157.75,1158.3,14681,,,,
2019-08-01 12:32:00,1158.3,1158.8,1158.05,1158.7,13655,,,,
2019-08-01 12:33:00,1158.5,1158.6,1158.0,1158.6,10173,,,,
2019-08-01 12:34:00,1158.55,1160.4,1158.5,1159.75,60355,,,,
2019-08-01 12:35:00,1159.95,1160.3,1159.6,1159.7,33384,,,,
2019-08-01 12:36:00,1159.9,1160.25,1159.25,1159.25,17160,,,,
2019-08-01 12:37:00,1159.4,1160.2,1159.2,1160.1,17938,,,,
2019-08-01 12:38:00,1160.0,1160.1,1160.0,1160.0,12636,,,,
2019-08-01 12:39:00,1160.05,1160.05,1159.0,1159.0,14430,,,,
2019-08-01 12:40:00,1158.9,1159.2,1158.7,1158.85,7019,,,,
2019-08-01 12:41:00,1158.85,1158.85,1158.55,1158.65,7000,,,,
2019-08-01 12:42:00,1158.65,1160.0,1158.3,1159.6,29847,,,,
2019-08-01 12:43:00,1160.0,1163.05,1159.95,1162.5,54929,Upward,GreenBrick,1162.1,ReverseOfDownward
2019-08-01 12:44:00,1163.0,1165.3,1162.15,1165.3,77332,,,,
2019-08-01 12:45:00,1165.4,1166.0,1164.5,1164.9,41264,,,,
2019-08-01 12:46:00,1164.95,1165.0,1164.2,1165.0,36667,,,,
2019-08-01 12:47:00,1165.0,1166.0,1164.3,1164.3,26223,,,,
2019-08-01 12:48:00,1164.3,1165.4,1164.3,1165.0,23619,,,,
2019-08-01 12:49:00,1165.15,1165.15,1163.2,1163.25,20764,,,,
2019-08-01 12:50:00,1163.25,1163.6,1162.2,1162.4,13824,,,,
2019-08-01 12:51:00,1162.4,1162.55,1161.55,1162.0,16122,,,,
2019-08-01 12:52:00,1162.0,1162.8,1161.9,1162.4,12091,,,,
2019-08-01 12:53:00,1162.4,1164.5,1162.25,1164.5,11447,,,,
2019-08-01 12:54:00,1164.6,1164.7,1163.7,1163.8,11153,,,,
2019-08-01 12:55:00,1163.8,1163.95,1162.8,1163.15,12644,,,,
2019-08-01 12:56:00,1163.0,1163.45,1162.5,1163.0,7551,,,,
2019-08-01 12:57:00,1162.8,1163.4,1162.6,1163.0,7506,,,,
2019-08-01 12:58:00,1163.0,1163.65,1163.0,1163.65,22497,,,,
2019-08-01 12:59:00,1163.15,1163.5,1163.0,1163.1,7968,,,,
2019-08-01 13:00:00,1163.1,1164.0,1163.1,1163.9,8911,,,,
2019-08-01 13:01:00,1163.9,1164.95,1163.5,1164.7,16125,,,,
2019-08-01 13:02:00,1164.6,1165.45,1164.5,1165.1,14188,,,,
2019-08-01 13:03:00,1165.2,1165.35,1164.7,1164.75,20258,,,,
2019-08-01 13:04:00,1164.75,1164.9,1163.3,1164.4,17864,,,,
2019-08-01 13:05:00,1164.3,1164.4,1163.3,1163.85,10096,,,,
2019-08-01 13:06:00,1163.7,1164.5,1163.1,1164.25,11465,,,,
2019-08-01 13:07:00,1164.15,1164.5,1163.55,1164.0,9469,,,,
2019-08-01 13:08:00,1163.95,1164.0,1163.5,1163.6,8498,,,,
2019-08-01 13:09:00,1163.45,1164.05,1163.4,1163.9,17157,,,,
2019-08-01 13:10:00,1163.6,1165.2,1163.55,1165.15,44917,,,,
2019-08-01 13:11:00,1165.05,1165.05,1164.1,1164.45,15728,,,,
2019-08-01 13:12:00,1164.45,1165.1,1164.2,1165.1,15686,,,,
2019-08-01 13:13:00,1165.1,1165.1,1163.5,1163.85,12698,,,,
2019-08-01 13:14:00,1163.55,1163.8,1163.0,1163.0,17549,,,,
2019-08-01 13:15:00,1163.1,1164.75,1162.7,1164.35,20449,,,,
2019-08-01 13:16:00,1164.75,1168.0,1164.5,1167.35,87258,Upward,GreenBrick,1167.1,
2019-08-01 13:17:00,1167.3,1168.8,1167.3,1168.05,51520,,,,
2019-08-01 13:18:00,1167.8,1169.0,1167.1,1168.05,39320,,,,
2019-08-01 13:19:00,1168.0,1168.95,1167.5,1168.0,28479,,,,
2019-08-01 13:20:00,1167.9,1168.0,1167.1,1167.65,13848,,,,
2019-08-01 13:21:00,1167.5,1168.5,1166.15,1166.25,24670,,,,
2019-08-01 13:22:00,1166.15,1171.45,1166.0,1171.45,74889,,,,
2019-08-01 13:23:00,1171.25,1171.25,1168.1,1168.5,46210,,,,
2019-08-01 13:24:00,1168.5,1169.45,1168.5,1168.85,22698,,,,
2019-08-01 13:25:00,1168.7,1169.85,1168.5,1169.5,19367,,,,
2019-08-01 13:26:00,1169.45,1169.9,1168.25,1168.4,10766,,,,
2019-08-01 13:27:00,1168.3,1169.5,1168.2,1168.7,13967,,,,
2019-08-01 13:28:00,1169.1,1169.1,1168.35,1168.4,7223,,,,
2019-08-01 13:29:00,1168.4,1168.65,1166.4,1166.75,31658,,,,
2019-08-01 13:30:00,1166.7,1167.0,1166.0,1166.7,15386,,,,
2019-08-01 13:31:00,1166.7,1168.75,1166.5,1168.75,17257,,,,
2019-08-01 13:32:00,1168.8,1168.95,1168.0,1168.1,12958,,,,
2019-08-01 13:33:00,1168.1,1168.2,1166.6,1166.6,15622,,,,
2019-08-01 13:34:00,1166.6,1166.95,1166.35,1166.7,7934,,,,
2019-08-01 13:35:00,1166.7,1168.2,1166.7,1167.7,9233,,,,
2019-08-01 13:36:00,1167.75,1168.15,1167.0,1167.9,8336,,,,
2019-08-01 13:37:00,1167.9,1169.0,1167.5,1168.0,17210,,,,
2019-08-01 13:38:00,1167.8,1168.5,1167.75,1168.4,10842,,,,
2019-08-01 13:39:00,1168.15,1170.3,1168.15,1169.85,31543,,,,
2019-08-01 13:40:00,1169.9,1173.35,1169.7,1172.65,132678,Upward,GreenBrick,1172.1,
2019-08-01 13:41:00,1172.25,1172.3,1170.35,1171.8,35386,,,,
2019-08-01 13:42:00,1171.9,1172.5,1170.65,1170.65,28865,,,,
2019-08-01 13:43:00,1171.0,1171.0,1169.15,1169.6,23526,,,,
2019-08-01 13:44:00,1169.6,1169.9,1168.25,1168.65,13429,,,,
2019-08-01 13:45:00,1168.65,1168.65,1167.0,1167.25,20589,,,,
2019-08-01 13:46:00,1167.25,1167.3,1166.35,1167.0,24228,,,,
2019-08-01 13:47:00,1167.0,1167.0,1166.5,1167.0,17560,,,,
2019-08-01 13:48:00,1166.55,1167.1,1166.0,1166.1,25545,,,,
2019-08-01 13:49:00,1166.25,1166.25,1163.45,1163.5,38062,,,,
2019-08-01 13:50:00,1163.75,1164.0,1162.8,1163.8,42122,,,,
2019-08-01 13:51:00,1163.6,1165.2,1163.6,1165.0,26609,,,,
2019-08-01 13:52:00,1165.0,1165.15,1164.75,1165.0,15573,,,,
2019-08-01 13:53:00,1165.0,1165.0,1164.0,1164.05,8463,,,,
2019-08-01 13:54:00,1164.0,1164.95,1163.95,1164.65,16531,,,,
2019-08-01 13:55:00,1164.65,1165.0,1164.55,1164.9,9821,,,,
2019-08-01 13:56:00,1164.9,1164.9,1163.55,1163.65,14261,,,,
2019-08-01 13:57:00,1163.6,1164.0,1163.05,1163.85,11005,,,,
2019-08-01 13:58:00,1163.85,1164.0,1163.3,1163.45,11626,,,,
2019-08-01 13:59:00,1163.45,1163.45,1161.7,1162.15,22426,,,,
2019-08-01 14:00:00,1162.15,1162.25,1157.35,1157.75,93799,Downward,RedBrick,1162.1,ReverseOfUpward
2019-08-01 14:01:00,1157.8,1160.0,1157.8,1159.55,59611,,,,
2019-08-01 14:02:00,1159.8,1160.75,1159.0,1160.0,27869,,,,
2019-08-01 14:03:00,1160.0,1160.05,1159.5,1160.0,15446,,,,
2019-08-01 14:04:00,1160.0,1160.5,1159.55,1160.05,14341,,,,
2019-08-01 14:05:00,1160.1,1161.7,1160.0,1161.2,21559,,,,
2019-08-01 14:06:00,1161.65,1163.2,1161.2,1162.15,25797,,,,
2019-08-01 14:07:00,1162.15,1163.2,1162.0,1163.05,12120,,,,
2019-08-01 14:08:00,1162.9,1163.8,1162.75,1163.3,20304,,,,
2019-08-01 14:09:00,1163.5,1164.85,1163.05,1164.85,18817,,,,
2019-08-01 14:10:00,1164.45,1164.95,1163.65,1164.3,16843,,,,
2019-08-01 14:11:00,1164.35,1164.4,1163.25,1163.4,5188,,,,
2019-08-01 14:12:00,1163.4,1163.4,1162.7,1162.7,10980,,,,
2019-08-01 14:13:00,1162.95,1164.45,1162.1,1162.55,26108,,,,
2019-08-01 14:14:00,1162.15,1162.6,1160.6,1161.7,28377,,,,
2019-08-01 14:15:00,1161.7,1162.45,1161.25,1161.6,16746,,,,
2019-08-01 14:16:00,1162.2,1162.2,1161.4,1161.7,16445,,,,
2019-08-01 14:17:00,1162.05,1162.2,1161.2,1161.75,14634,,,,
2019-08-01 14:18:00,1161.75,1163.05,1161.7,1163.05,9003,,,,
2019-08-01 14:19:00,1163.25,1163.6,1163.0,1163.5,8080,,,,
2019-08-01 14:20:00,1163.35,1163.55,1162.85,1162.85,29028,,,,
2019-08-01 14:21:00,1162.9,1163.8,1162.6,1162.9,20568,,,,
2019-08-01 14:22:00,1162.9,1163.4,1162.5,1163.05,9354,,,,
2019-08-01 14:23:00,1163.1,1163.55,1162.9,1163.3,7898,,,,
2019-08-01 14:24:00,1163.35,1163.45,1162.8,1162.8,8094,,,,
2019-08-01 14:25:00,1162.95,1163.05,1162.8,1163.05,10213,,,,
2019-08-01 14:26:00,1163.05,1163.1,1163.0,1163.0,7730,,,,
2019-08-01 14:27:00,1163.05,1163.15,1162.5,1162.5,14769,,,,
2019-08-01 14:28:00,1163.0,1163.3,1162.5,1163.0,20396,,,,
2019-08-01 14:29:00,1163.05,1163.1,1162.3,1162.65,47413,,,,
2019-08-01 14:30:00,1162.95,1163.5,1162.6,1163.45,18503,,,,
2019-08-01 14:31:00,1163.7,1163.7,1162.6,1162.6,9663,,,,
2019-08-01 14:32:00,1163.0,1163.7,1163.0,1163.0,11592,,,,
2019-08-01 14:33:00,1163.15,1163.55,1162.85,1163.05,10909,,,,
2019-08-01 14:34:00,1163.0,1163.5,1162.95,1163.0,10559,,,,
2019-08-01 14:35:00,1163.3,1163.3,1163.0,1163.15,7092,,,,
2019-08-01 14:36:00,1163.05,1163.15,1159.15,1160.25,45539,,,,
2019-08-01 14:37:00,1160.0,1160.6,1160.0,1160.35,31406,,,,
2019-08-01 14:38:00,1160.35,1161.05,1160.1,1160.6,13110,,,,
2019-08-01 14:39:00,1160.6,1160.65,1160.0,1160.15,14516,,,,
2019-08-01 14:40:00,1160.15,1160.9,1160.0,1160.25,18127,,,,
2019-08-01 14:41:00,1160.25,1160.55,1160.0,1160.5,19120,,,,
2019-08-01 14:42:00,1160.75,1160.75,1160.0,1160.0,22480,,,,
2019-08-01 14:43:00,1160.0,1161.3,1160.0,1161.0,22209,,,,
2019-08-01 14:44:00,1160.9,1162.2,1160.7,1161.45,16811,,,,
2019-08-01 14:45:00,1161.35,1162.2,1160.0,1162.2,26945,,,,
2019-08-01 14:46:00,1162.4,1163.0,1161.4,1161.75,42205,,,,
2019-08-01 14:47:00,1161.3,1162.0,1160.05,1160.1,41118,,,,
2019-08-01 14:48:00,1160.5,1162.0,1160.0,1161.2,72513,,,,
2019-08-01 14:49:00,1161.2,1162.9,1160.65,1162.35,29742,,,,
2019-08-01 14:50:00,1162.7,1171.7,1162.25,1169.4,169280,,,,
2019-08-01 14:51:00,1169.75,1169.8,1166.45,1166.8,42906,,,,
2019-08-01 14:52:00,1166.9,1166.95,1165.45,1166.5,17782,,,,
2019-08-01 14:53:00,1166.65,1166.65,1163.15,1163.85,28981,,,,
2019-08-01 14:54:00,1164.0,1167.3,1164.0,1167.3,18417,,,,
2019-08-01 14:55:00,1167.1,1167.3,1165.8,1166.1,28236,,,,
2019-08-01 14:56:00,1166.3,1167.9,1166.0,1167.1,21412,,,,
2019-08-01 14:57:00,1167.15,1169.8,1167.0,1169.8,30399,,,,
2019-08-01 14:58:00,1169.8,1170.0,1168.3,1169.6,44409,,,,
2019-08-01 14:59:00,1169.6,1169.6,1167.2,1167.9,33701,,,,
