,DateTime,open,high,low,close,volume,Trend,Brick,PivotPrice,TRADE,SellSignal,SellEntryPrice,SellExitPrice,SellPNL,SellPNLPercent,BuySignal,BuyEntryPrice,BuyExitPrice,BuyPNL,BuyPNLPercent
27,2019-08-01 09:42:00,1156.1,1158.9,1156.1,1158.6,33161,,,,,,,,,,,,,,
28,2019-08-01 09:43:00,1158.9,1159.0,1158.0,1158.1,24473,,,,,,,,,,,,,,
29,2019-08-01 09:44:00,1158.05,1158.4,1157.5,1158.2,28432,,,,,,,,,,,,,,
30,2019-08-01 09:45:00,1158.2,1158.25,1156.85,1157.3,27264,,,,,,,,,,,,,,
31,2019-08-01 09:46:00,1157.3,1158.0,1156.6,1157.95,25115,,,,,,,,,,,,,,
32,2019-08-01 09:47:00,1157.85,1159.3,1157.85,1159.1,11559,,,,,,,,,,,,,,
33,2019-08-01 09:48:00,1159.45,1159.6,1158.6,1159.15,10345,,,,,,,,,,,,,,
34,2019-08-01 09:49:00,1159.15,1159.4,1158.55,1158.8,22300,,,,,,,,,,,,,,
35,2019-08-01 09:50:00,1159.0,1162.3,1158.95,1162.3,25625,,,,,,,,,,,,,,
36,2019-08-01 09:51:00,1162.2,1163.0,1161.55,1162.05,31653,,,,,,,,,,,,,,
37,2019-08-01 09:52:00,1162.15,1162.45,1160.35,1161.5,20091,,,,,,,,,,,,,,
38,2019-08-01 09:53:00,1161.5,1162.0,1160.5,1161.5,19298,,,,,,,,,,,,,,
39,2019-08-01 09:54:00,1161.8,1162.55,1161.8,1162.35,15097,,,,,,,,,,,,,,
40,2019-08-01 09:55:00,1162.15,1163.5,1162.15,1163.45,32778,,,,,,,,,,,,,,
41,2019-08-01 09:56:00,1163.45,1163.7,1162.45,1162.45,22665,,,,,,,,,,,,,,
42,2019-08-01 09:57:00,1162.75,1164.0,1162.35,1163.35,33535,,,,,,,,,,,,,,
43,2019-08-01 09:58:00,1163.55,1164.0,1163.4,1164.0,19181,,,,,,,,,,,,,,
44,2019-08-01 09:59:00,1163.85,1165.0,1163.0,1163.0,49586,,,,,,,,,,,,,,
45,2019-08-01 10:00:00,1163.1,1164.1,1163.0,1163.5,22793,,,,,,,,,,,,,,
46,2019-08-01 10:01:00,1163.4,1163.85,1163.0,1163.1,12650,,,,,,,,,,,,,,
47,2019-08-01 10:02:00,1163.15,1164.0,1163.05,1163.8,17149,,,,,,,,,,,,,,
48,2019-08-01 10:03:00,1163.5,1163.85,1163.3,1163.5,13650,,,,,,,,,,,,,,
49,2019-08-01 10:04:00,1163.5,1163.75,1162.5,1162.55,20366,,,,,,,,,,,,,,
50,2019-08-01 10:05:00,1162.3,1162.55,1160.25,1160.4,37836,,,,,,,,,,,,,,
51,2019-08-01 10:06:00,1160.4,1160.9,1159.35,1159.9,36305,,,,,,,,,,,,,,
52,2019-08-01 10:07:00,1159.9,1160.0,1159.0,1160.0,11716,,,,,,,,,,,,,,
53,2019-08-01 10:08:00,1160.0,1160.5,1159.4,1159.4,8876,,,,,,,,,,,,,,
54,2019-08-01 10:09:00,1159.75,1159.75,1159.4,1159.7,19411,,,,,,,,,,,,,,
55,2019-08-01 10:10:00,1159.75,1160.15,1159.65,1160.1,12414,,,,,,,,,,,,,,
56,2019-08-01 10:11:00,1159.95,1160.5,1159.75,1159.9,6627,,,,,,,,,,,,,,
57,2019-08-01 10:12:00,1160.7,1160.7,1159.55,1160.0,12881,,,,,,,,,,,,,,
58,2019-08-01 10:13:00,1160.1,1160.1,1159.75,1159.8,8057,,,,,,,,,,,,,,
59,2019-08-01 10:14:00,1159.8,1159.85,1158.55,1158.7,67275,,,,,,,,,,,,,,
60,2019-08-01 10:15:00,1158.45,1159.8,1158.15,1159.45,14728,,,,,,,,,,,,,,
61,2019-08-01 10:16:00,1159.5,1160.3,1159.4,1160.0,10221,,,,,,,,,,,,,,
62,2019-08-01 10:17:00,1160.0,1161.0,1159.9,1160.4,14483,,,,,,,,,,,,,,
63,2019-08-01 10:18:00,1160.4,1160.4,1159.9,1159.95,9865,,,,,,,,,,,,,,
64,2019-08-01 10:19:00,1159.95,1160.0,1159.15,1159.95,13028,,,,,,,,,,,,,,
65,2019-08-01 10:20:00,1159.7,1160.8,1159.6,1160.4,9149,,,,,,,,,,,,,,
66,2019-08-01 10:21:00,1160.4,1161.9,1160.4,1160.45,15688,,,,,,,,,,,,,,
67,2019-08-01 10:22:00,1160.5,1161.5,1160.3,1161.3,35532,,,,,,,,,,,,,,
68,2019-08-01 10:23:00,1161.3,1161.3,1160.5,1160.6,8112,,,,,,,,,,,,,,
69,2019-08-01 10:24:00,1160.6,1160.85,1159.7,1160.6,12812,,,,,,,,,,,,,,
70,2019-08-01 10:25:00,1160.3,1160.55,1160.0,1160.05,6759,,,,,,,,,,,,,,
71,2019-08-01 10:26:00,1160.05,1160.2,1159.85,1159.9,6099,,,,,,,,,,,,,,
72,2019-08-01 10:27:00,1159.9,1161.65,1159.85,1161.15,23638,,,,,,,,,,,,,,
73,2019-08-01 10:28:00,1161.3,1161.45,1161.0,1161.35,10676,,,,,,,,,,,,,,
74,2019-08-01 10:29:00,1161.3,1162.45,1161.25,1161.6,21005,,,,,,,,,,,,,,
75,2019-08-01 10:30:00,1161.6,1163.5,1160.55,1163.3,69706,,,,,,,,,,,,,,
76,2019-08-01 10:31:00,1163.45,1163.7,1162.75,1163.4,31015,,,,,,,,,,,,,,
77,2019-08-01 10:32:00,1163.5,1164.6,1163.3,1163.65,39757,,,,,,,,,,,,,,
78,2019-08-01 10:33:00,1163.6,1163.6,1162.55,1162.65,15937,,,,,,,,,,,,,,
79,2019-08-01 10:34:00,1162.6,1163.0,1162.2,1162.5,12940,,,,,,,,,,,,,,
80,2019-08-01 10:35:00,1162.6,1162.6,1160.8,1160.8,10975,,,,,,,,,,,,,,
81,2019-08-01 10:36:00,1161.95,1162.0,1160.2,1160.25,73736,,,,,,,,,,,,,,
82,2019-08-01 10:37:00,1160.65,1161.3,1160.15,1160.55,14610,,,,,,,,,,,,,,
83,2019-08-01 10:38:00,1160.4,1160.5,1159.2,1159.8,10487,,,,,,,,,,,,,,
84,2019-08-01 10:39:00,1159.75,1160.0,1159.05,1159.75,13797,,,,,,,,,,,,,,
85,2019-08-01 10:40:00,1160.0,1160.0,1159.55,1159.55,9295,,,,,,,,,,,,,,
86,2019-08-01 10:41:00,1159.75,1159.9,1159.05,1159.5,11709,,,,,,,,,,,,,,
87,2019-08-01 10:42:00,1159.5,1160.0,1159.25,1159.55,8079,,,,,,,,,,,,,,
88,2019-08-01 10:43:00,1159.55,1159.6,1158.3,1158.8,28080,,,,,,,,,,,,,,
89,2019-08-01 10:44:00,1158.8,1161.1,1158.8,1161.05,20823,,,,,,,,,,,,,,
90,2019-08-01 10:45:00,1161.05,1161.05,1159.5,1160.35,165699,,,,,,,,,,,,,,
91,2019-08-01 10:46:00,1160.4,1163.1,1160.4,1163.1,20767,,,,,,,,,,,,,,
92,2019-08-01 10:47:00,1163.0,1163.15,1162.2,1162.55,11174,,,,,,,,,,,,,,
93,2019-08-01 10:48:00,1162.65,1163.7,1162.6,1163.0,16494,,,,,,,,,,,,,,
94,2019-08-01 10:49:00,1163.4,1163.4,1161.65,1161.65,8647,,,,,,,,,,,,,,
95,2019-08-01 10:50:00,1161.65,1161.85,1161.1,1161.55,7550,,,,,,,,,,,,,,
96,2019-08-01 10:51:00,1161.6,1162.7,1160.45,1162.7,117018,,,,,,,,,,,,,,
97,2019-08-01 10:52:00,1162.7,1162.75,1161.6,1162.0,10360,,,,,,,,,,,,,,
98,2019-08-01 10:53:00,1162.0,1162.6,1160.8,1160.9,11119,,,,,,,,,,,,,,
99,2019-08-01 10:54:00,1160.9,1162.3,1160.6,1161.9,8954,,,,,,,,,,,,,,
100,2019-08-01 10:55:00,1162.25,1162.25,1161.0,1161.1,87119,,,,,,,,,,,,,,
101,2019-08-01 10:56:00,1161.1,1163.5,1161.1,1162.55,15396,,,,,,,,,,,,,,
102,2019-08-01 10:57:00,1162.55,1162.55,1161.1,1161.4,44739,,,,,,,,,,,,,,
103,2019-08-01 10:58:00,1162.0,1162.8,1161.0,1161.25,8981,,,,,,,,,,,,,,
104,2019-08-01 10:59:00,1161.2,1161.75,1160.1,1160.5,73004,,,,,,,,,,,,,,
105,2019-08-01 11:00:00,1160.5,1160.55,1159.2,1159.65,25116,,,,,,,,,,,,,,
106,2019-08-01 11:01:00,1160.0,1160.0,1158.5,1158.65,15059,,,,,,,,,,,,,,
107,2019-08-01 11:02:00,1158.6,1160.2,1158.6,1159.8,13578,,,,,,,,,,,,,,
108,2019-08-01 11:03:00,1159.5,1159.8,1158.75,1158.85,9119,,,,,,,,,,,,,,
109,2019-08-01 11:04:00,1158.85,1159.3,1158.0,1158.55,79369,,,,,,,,,,,,,,
110,2019-08-01 11:05:00,1158.25,1158.55,1157.3,1158.15,24666,,,,,,,,,,,,,,
111,2019-08-01 11:06:00,1158.25,1158.5,1157.05,1157.05,15881,,,,,,,,,,,,,,
112,2019-08-01 11:07:00,1157.15,1158.3,1156.95,1158.25,79347,,,,,,,,,,,,,,
113,2019-08-01 11:08:00,1158.2,1158.2,1156.4,1156.5,41904,,,,,,,,,,,,,,
114,2019-08-01 11:09:00,1157.0,1157.0,1153.25,1154.35,143226,,,,,,,,,,,,,,
115,2019-08-01 11:10:00,1154.5,1155.2,1154.0,1155.0,31643,,,,,,,,,,,,,,
116,2019-08-01 11:11:00,1154.85,1155.4,1154.55,1155.0,18067,,,,,,,,,,,,,,
117,2019-08-01 11:12:00,1154.85,1154.85,1153.2,1153.75,20750,,,,,,,,,,,,,,
118,2019-08-01 11:13:00,1153.75,1153.85,1151.75,1151.75,171741,Downward,RedBrick,1152.1,,,,,,,,,,,
119,2019-08-01 11:14:00,1151.65,1152.65,1151.0,1151.25,112565,,,,,,,,,,,,,,
120,2019-08-01 11:15:00,1151.25,1152.45,1150.95,1151.95,43581,,,,,,,,,,,,,,
121,2019-08-01 11:16:00,1152.2,1152.95,1152.1,1152.9,28135,,,,,,,,,,,,,,
122,2019-08-01 11:17:00,1152.85,1153.95,1152.85,1153.9,30359,,,,,,,,,,,,,,
123,2019-08-01 11:18:00,1153.9,1154.2,1152.85,1152.85,27673,,,,,,,,,,,,,,
124,2019-08-01 11:19:00,1152.8,1153.0,1152.4,1152.75,13073,,,,,,,,,,,,,,
125,2019-08-01 11:20:00,1152.8,1153.5,1152.5,1153.5,15183,,,,,,,,,,,,,,
126,2019-08-01 11:21:00,1153.5,1154.3,1152.9,1152.9,11851,,,,,,,,,,,,,,
127,2019-08-01 11:22:00,1153.55,1153.95,1153.0,1153.85,7708,,,,,,,,,,,,,,
128,2019-08-01 11:23:00,1153.65,1153.9,1152.85,1153.3,10913,,,,,,,,,,,,,,
129,2019-08-01 11:24:00,1153.35,1153.55,1152.8,1152.95,9407,,,,,,,,,,,,,,
130,2019-08-01 11:25:00,1153.0,1153.2,1152.25,1152.25,7202,,,,,,,,,,,,,,
131,2019-08-01 11:26:00,1152.25,1152.5,1151.8,1152.5,12898,,,,,,,,,,,,,,
132,2019-08-01 11:27:00,1152.5,1154.0,1152.3,1153.3,8247,,,,,,,,,,,,,,
133,2019-08-01 11:28:00,1153.3,1153.85,1153.1,1153.2,4317,,,,,,,,,,,,,,
134,2019-08-01 11:29:00,1153.1,1153.85,1153.0,1153.15,9571,,,,,,,,,,,,,,
135,2019-08-01 11:30:00,1153.3,1153.7,1153.0,1153.5,6842,,,,,,,,,,,,,,
136,2019-08-01 11:31:00,1153.45,1153.5,1152.0,1152.0,12217,,,,,,,,,,,,,,
137,2019-08-01 11:32:00,1151.9,1153.0,1151.9,1152.45,11202,,,,,,,,,,,,,,
138,2019-08-01 11:33:00,1152.6,1152.6,1150.35,1151.85,66443,,,,,,,,,,,,,,
139,2019-08-01 11:34:00,1151.85,1152.3,1151.0,1151.85,22534,,,,,,,,,,,,,,
140,2019-08-01 11:35:00,1151.8,1152.2,1151.3,1152.15,17384,,,,,,,,,,,,,,
141,2019-08-01 11:36:00,1152.15,1153.0,1152.0,1152.4,8670,,,,,,,,,,,,,,
142,2019-08-01 11:37:00,1152.4,1153.1,1152.3,1153.0,15181,,,,,,,,,,,,,,
143,2019-08-01 11:38:00,1153.05,1153.8,1152.9,1153.35,9917,,,,,,,,,,,,,,
144,2019-08-01 11:39:00,1153.3,1153.9,1152.2,1152.5,10344,,,,,,,,,,,,,,
145,2019-08-01 11:40:00,1152.45,1153.0,1152.3,1152.9,8246,,,,,,,,,,,,,,
146,2019-08-01 11:41:00,1152.95,1153.7,1151.9,1152.0,15523,,,,,,,,,,,,,,
147,2019-08-01 11:42:00,1152.0,1152.0,1150.85,1151.6,20389,,,,,,,,,,,,,,
148,2019-08-01 11:43:00,1152.15,1153.3,1151.7,1153.3,10989,,,,,,,,,,,,,,
149,2019-08-01 11:44:00,1153.0,1154.8,1152.95,1154.0,18342,,,,,,,,,,,,,,
150,2019-08-01 11:45:00,1153.75,1154.6,1153.75,1154.1,13711,,,,,,,,,,,,,,
151,2019-08-01 11:46:00,1154.15,1154.55,1154.15,1154.25,12577,,,,,,,,,,,,,,
152,2019-08-01 11:47:00,1154.55,1154.75,1153.75,1154.35,12641,,,,,,,,,,,,,,
153,2019-08-01 11:48:00,1154.5,1154.85,1154.25,1154.5,11083,,,,,,,,,,,,,,
154,2019-08-01 11:49:00,1154.4,1154.4,1153.6,1153.6,9556,,,,,,,,,,,,,,
155,2019-08-01 11:50:00,1153.6,1153.75,1153.25,1153.25,12062,,,,,,,,,,,,,,
156,2019-08-01 11:51:00,1153.25,1154.1,1153.25,1154.0,7500,,,,,,,,,,,,,,
157,2019-08-01 11:52:00,1153.95,1154.1,1153.9,1154.0,16622,,,,,,,,,,,,,,
158,2019-08-01 11:53:00,1154.05,1154.5,1153.3,1153.3,8776,,,,,,,,,,,,,,
159,2019-08-01 11:54:00,1153.4,1153.45,1153.25,1153.4,4198,,,,,,,,,,,,,,
160,2019-08-01 11:55:00,1153.35,1154.5,1153.25,1154.45,12469,,,,,,,,,,,,,,
161,2019-08-01 11:56:00,1154.45,1154.7,1154.2,1154.6,13856,,,,,,,,,,,,,,
162,2019-08-01 11:57:00,1154.55,1154.7,1154.0,1154.4,13533,,,,,,,,,,,,,,
163,2019-08-01 11:58:00,1154.45,1155.45,1154.45,1154.8,18602,,,,,,,,,,,,,,
164,2019-08-01 11:59:00,1154.7,1155.5,1154.7,1154.75,8871,,,,,,,,,,,,,,
165,2019-08-01 12:00:00,1154.7,1154.8,1154.1,1154.15,12380,,,,,,,,,,,,,,
166,2019-08-01 12:01:00,1154.15,1154.15,1153.25,1153.95,12374,,,,,,,,,,,,,,
167,2019-08-01 12:02:00,1153.95,1154.75,1153.55,1154.4,7955,,,,,,,,,,,,,,
168,2019-08-01 12:03:00,1154.4,1155.0,1154.4,1154.95,14472,,,,,,,,,,,,,,
169,2019-08-01 12:04:00,1154.9,1155.3,1154.85,1154.9,8514,,,,,,,,,,,,,,
170,2019-08-01 12:05:00,1154.9,1156.9,1154.8,1156.9,36420,,,,,,,,,,,,,,
171,2019-08-01 12:06:00,1156.5,1156.95,1155.75,1156.85,20062,,,,,,,,,,,,,,
172,2019-08-01 12:07:00,1156.8,1156.8,1155.65,1155.95,16501,,,,,,,,,,,,,,
173,2019-08-01 12:08:00,1155.9,1156.0,1154.75,1155.1,18993,,,,,,,,,,,,,,
174,2019-08-01 12:09:00,1155.05,1155.15,1154.7,1154.7,14692,,,,,,,,,,,,,,
175,2019-08-01 12:10:00,1154.8,1155.15,1154.6,1155.15,18311,,,,,,,,,,,,,,
176,2019-08-01 12:11:00,1155.15,1155.5,1154.85,1155.0,40766,,,,,,,,,,,,,,
177,2019-08-01 12:12:00,1155.0,1155.0,1153.85,1154.0,30574,,,,,,,,,,,,,,
178,2019-08-01 12:13:00,1154.0,1154.6,1153.4,1154.55,67510,,,,,,,,,,,,,,
179,2019-08-01 12:14:00,1154.55,1155.3,1154.55,1155.0,9763,,,,,,,,,,,,,,
180,2019-08-01 12:15:00,1154.9,1155.5,1154.75,1155.0,7330,,,,,,,,,,,,,,
181,2019-08-01 12:16:00,1155.0,1155.55,1154.85,1155.05,4447,,,,,,,,,,,,,,
182,2019-08-01 12:17:00,1155.0,1155.25,1154.9,1155.2,10413,,,,,,,,,,,,,,
183,2019-08-01 12:18:00,1155.2,1155.85,1155.0,1155.1,27486,,,,,,,,,,,,,,
184,2019-08-01 12:19:00,1155.05,1155.85,1154.25,1154.85,116524,,,,,,,,,,,,,,
185,2019-08-01 12:20:00,1154.9,1154.9,1154.35,1154.45,6891,,,,,,,,,,,,,,
186,2019-08-01 12:21:00,1154.5,1154.5,1154.4,1154.45,18114,,,,,,,,,,,,,,
187,2019-08-01 12:22:00,1154.45,1155.5,1154.45,1155.0,15396,,,,,,,,,,,,,,
188,2019-08-01 12:23:00,1155.05,1155.2,1155.0,1155.05,3609,,,,,,,,,,,,,,
189,2019-08-01 12:24:00,1155.15,1157.85,1155.15,1157.8,34879,,,,,,,,,,,,,,
190,2019-08-01 12:25:00,1157.8,1158.7,1157.5,1157.9,42656,,,,,,,,,,,,,,
191,2019-08-01 12:26:00,1157.5,1158.25,1157.25,1157.25,15635,,,,,,,,,,,,,,
192,2019-08-01 12:27:00,1157.2,1157.25,1156.55,1156.75,7876,,,,,,,,,,,,,,
193,2019-08-01 12:28:00,1156.7,1156.9,1155.55,1155.75,17284,,,,,,,,,,,,,,
194,2019-08-01 12:29:00,1155.7,1156.35,1155.55,1155.9,9864,,,,,,,,,,,,,,
195,2019-08-01 12:30:00,1155.9,1158.1,1155.75,1158.1,19364,,,,,,,,,,,,,,
196,2019-08-01 12:31:00,1157.9,1158.7,1157.75,1158.3,14681,,,,,,,,,,,,,,
197,2019-08-01 12:32:00,1158.3,1158.8,1158.05,1158.7,13655,,,,,,,,,,,,,,
198,2019-08-01 12:33:00,1158.5,1158.6,1158.0,1158.6,10173,,,,,,,,,,,,,,
199,2019-08-01 12:34:00,1158.55,1160.4,1158.5,1159.75,60355,,,,,,,,,,,,,,
200,2019-08-01 12:35:00,1159.95,1160.3,1159.6,1159.7,33384,,,,,,,,,,,,,,
201,2019-08-01 12:36:00,1159.9,1160.25,1159.25,1159.25,17160,,,,,,,,,,,,,,
202,2019-08-01 12:37:00,1159.4,1160.2,1159.2,1160.1,17938,,,,,,,,,,,,,,
203,2019-08-01 12:38:00,1160.0,1160.1,1160.0,1160.0,12636,,,,,,,,,,,,,,
204,2019-08-01 12:39:00,1160.05,1160.05,1159.0,1159.0,14430,,,,,,,,,,,,,,
205,2019-08-01 12:40:00,1158.9,1159.2,1158.7,1158.85,7019,,,,,,,,,,,,,,
206,2019-08-01 12:41:00,1158.85,1158.85,1158.55,1158.65,7000,,,,,,,,,,,,,,
207,2019-08-01 12:42:00,1158.65,1160.0,1158.3,1159.6,29847,,,,,,,,,,,,,,
208,2019-08-01 12:43:00,1160.0,1163.05,1159.95,1162.5,54929,Upward,GreenBrick,1162.1,ReverseOfDownward,ShortExit,,1162.5,-6.5,-0.5622837370242215,BUY,1162.5,,,
209,2019-08-01 12:44:00,1163.0,1165.3,1162.15,1165.3,77332,,,,,,,,,,,,,,
210,2019-08-01 12:45:00,1165.4,1166.0,1164.5,1164.9,41264,,,,,,,,,,,,,,
211,2019-08-01 12:46:00,1164.95,1165.0,1164.2,1165.0,36667,,,,,,,,,,,,,,
212,2019-08-01 12:47:00,1165.0,1166.0,1164.3,1164.3,26223,,,,,,,,,,,,,,
213,2019-08-01 12:48:00,1164.3,1165.4,1164.3,1165.0,23619,,,,,,,,,,,,,,
214,2019-08-01 12:49:00,1165.15,1165.15,1163.2,1163.25,20764,,,,,,,,,,,,,,
215,2019-08-01 12:50:00,1163.25,1163.6,1162.2,1162.4,13824,,,,,,,,,,,,,,
216,2019-08-01 12:51:00,1162.4,1162.55,1161.55,1162.0,16122,,,,,,,,,,,,,,
217,2019-08-01 12:52:00,1162.0,1162.8,1161.9,1162.4,12091,,,,,,,,,,,,,,
218,2019-08-01 12:53:00,1162.4,1164.5,1162.25,1164.5,11447,,,,,,,,,,,,,,
219,2019-08-01 12:54:00,1164.6,1164.7,1163.7,1163.8,11153,,,,,,,,,,,,,,
220,2019-08-01 12:55:00,1163.8,1163.95,1162.8,1163.15,12644,,,,,,,,,,,,,,
221,2019-08-01 12:56:00,1163.0,1163.45,1162.5,1163.0,7551,,,,,,,,,,,,,,
222,2019-08-01 12:57:00,1162.8,1163.4,1162.6,1163.0,7506,,,,,,,,,,,,,,
223,2019-08-01 12:58:00,1163.0,1163.65,1163.0,1163.65,22497,,,,,,,,,,,,,,
224,2019-08-01 12:59:00,1163.15,1163.5,1163.0,1163.1,7968,,,,,,,,,,,,,,
225,2019-08-01 13:00:00,1163.1,1164.0,1163.1,1163.9,8911,,,,,,,,,,,,,,
226,2019-08-01 13:01:00,1163.9,1164.95,1163.5,1164.7,16125,,,,,,,,,,,,,,
227,2019-08-01 13:02:00,1164.6,1165.45,1164.5,1165.1,14188,,,,,,,,,,,,,,
228,2019-08-01 13:03:00,1165.2,1165.35,1164.7,1164.75,20258,,,,,,,,,,,,,,
229,2019-08-01 13:04:00,1164.75,1164.9,1163.3,1164.4,17864,,,,,,,,,,,,,,
230,2019-08-01 13:05:00,1164.3,1164.4,1163.3,1163.85,10096,,,,,,,,,,,,,,
231,2019-08-01 13:06:00,1163.7,1164.5,1163.1,1164.25,11465,,,,,,,,,,,,,,
232,2019-08-01 13:07:00,1164.15,1164.5,1163.55,1164.0,9469,,,,,,,,,,,,,,
233,2019-08-01 13:08:00,1163.95,1164.0,1163.5,1163.6,8498,,,,,,,,,,,,,,
234,2019-08-01 13:09:00,1163.45,1164.05,1163.4,1163.9,17157,,,,,,,,,,,,,,
235,2019-08-01 13:10:00,1163.6,1165.2,1163.55,1165.15,44917,,,,,,,,,,,,,,
236,2019-08-01 13:11:00,1165.05,1165.05,1164.1,1164.45,15728,,,,,,,,,,,,,,
237,2019-08-01 13:12:00,1164.45,1165.1,1164.2,1165.1,15686,,,,,,,,,,,,,,
238,2019-08-01 13:13:00,1165.1,1165.1,1163.5,1163.85,12698,,,,,,,,,,,,,,
239,2019-08-01 13:14:00,1163.55,1163.8,1163.0,1163.0,17549,,,,,,,,,,,,,,
240,2019-08-01 13:15:00,1163.1,1164.75,1162.7,1164.35,20449,,,,,,,,,,,,,,
241,2019-08-01 13:16:00,1164.75,1168.0,1164.5,1167.35,87258,Upward,GreenBrick,1167.1,,,,,,,,,,,
242,2019-08-01 13:17:00,1167.3,1168.8,1167.3,1168.05,51520,,,,,,,,,,,,,,
243,2019-08-01 13:18:00,1167.8,1169.0,1167.1,1168.05,39320,,,,,,,,,,,,,,
244,2019-08-01 13:19:00,1168.0,1168.95,1167.5,1168.0,28479,,,,,,,,,,,,,,
245,2019-08-01 13:20:00,1167.9,1168.0,1167.1,1167.65,13848,,,,,,,,,,,,,,
246,2019-08-01 13:21:00,1167.5,1168.5,1166.15,1166.25,24670,,,,,,,,,,,,,,
247,2019-08-01 13:22:00,1166.15,1171.45,1166.0,1171.45,74889,,,,,,,,,,,,,,
248,2019-08-01 13:23:00,1171.25,1171.25,1168.1,1168.5,46210,,,,,,,,,,,,,,
249,2019-08-01 13:24:00,1168.5,1169.45,1168.5,1168.85,22698,,,,,,,,,,,,,,
250,2019-08-01 13:25:00,1168.7,1169.85,1168.5,1169.5,19367,,,,,,,,,,,,,,
251,2019-08-01 13:26:00,1169.45,1169.9,1168.25,1168.4,10766,,,,,,,,,,,,,,
252,2019-08-01 13:27:00,1168.3,1169.5,1168.2,1168.7,13967,,,,,,,,,,,,,,
253,2019-08-01 13:28:00,1169.1,1169.1,1168.35,1168.4,7223,,,,,,,,,,,,,,
254,2019-08-01 13:29:00,1168.4,1168.65,1166.4,1166.75,31658,,,,,,,,,,,,,,
255,2019-08-01 13:30:00,1166.7,1167.0,1166.0,1166.7,15386,,,,,,,,,,,,,,
256,2019-08-01 13:31:00,1166.7,1168.75,1166.5,1168.75,17257,,,,,,,,,,,,,,
257,2019-08-01 13:32:00,1168.8,1168.95,1168.0,1168.1,12958,,,,,,,,,,,,,,
258,2019-08-01 13:33:00,1168.1,1168.2,1166.6,1166.6,15622,,,,,,,,,,,,,,
259,2019-08-01 13:34:00,1166.6,1166.95,1166.35,1166.7,7934,,,,,,,,,,,,,,
260,2019-08-01 13:35:00,1166.7,1168.2,1166.7,1167.7,9233,,,,,,,,,,,,,,
261,2019-08-01 13:36:00,1167.75,1168.15,1167.0,1167.9,8336,,,,,,,,,,,,,,
